Дата и время записи,п1,п2,п3,п4,п5,п6,п7,п8,п9,п10,п11,п12,п13,п14,п15,п16,п17,п18,п19,п20,п21,п22,п23,п24,п25,п26,п27,п28,п29,п30,п31,п32,п33,п34,п35,п36,п37,п38,п39,п40,п41,п42,п43,п44,п45,п46,п47,п48,п49,п50,п51,п52,п53,п54,п55,п56,п57,п58,п59,п60,п61,п62,п63,п64,п65,п66,п67,п68,п69,п70,п71,п72,п73,п74,п75,п76,п77,п78,п79,п80,п81,п82,п83,п84,п85,п86,п87,п88,п89,п90,п91,п92,п93,п94,п95,п96,п97,п98,п99,п100,п101,п102,п103,п104,п105,п106,п107,п108,п109,п110,п111,п112,п113,п114,п115,п116,п117,п118,п119,п120,п121,п122,п123,п124,п125,п126,п127,п128,п129,п130,п131,п132,п133,п134,п135,п136,п137,п138,п139,п140,п141,п142,п143,п144,п145,п146,п147,п148,п149,п150,п151,п152,п153,п154,п155,п156,п157,п158,п159,п160,п161,п162,п163,п164,п165,п166,п167,п168,п169,п170,п171,п172,п173,п174,п175,п176,п177,п178,п179,п180,п181,п182,п183,п184,п185,п186,п187,п188,п189,п190,п191,п192,п193,п194,п195,п196,п197,п198,п199,п200,п201,п202,п203,п204,п205,п206,п207,п208,п209,п210,п211,п212,п213,п214,п215,п216,п217,п218,п219,п220,п221,п222,п223,п224,п225,п226,п227,п228,п229,п230,п231,п232,п233,п234,п235,п236,п237,п238,п239,п240,п241,п242,п243,п244,п245,п246,п247,п248,п249,п250,п251,п252,п253,п254,п255,п256,п257,п258,п259,п260,п261,п262,п263,п264,п265,п266,п267,п268,п269,п270,п271,п272,п273,п274,п275,п276,п277,п278,п279,п280,п281,п282,п283,п284,п285,п286,п287,п288,п289,п290,п291,п292,п293,п294,п295,п296,п297,п298,п299,п300,п301,п302,п303,п304,п305,п306,п307,п308,п309,п310,п311,п312,п313,п314,п315,п316,п317,п318,п319,п320,п321,п322,п323,п324,п325,п326,п327,п328,п329,п330,п331,п332,п333,п334,п335,п336,п337,п338,п339,п340,п341,п342,п343,п344,п345,п346,п347,п348,п349,п350,п351,п352,п353,п354,п355,п356,п357,п358,п359,п360,п361,п362,п363,п364,п365,п366,п367,п368,п369,п370,п371,п372,п373,п374,п375,п376,п377,п378,п379,п380,п381,п382,п383,п384,п385,п386,п387,п388,п389,п390,п391,п392,п393,п394,п395,п396,п397,п398,п399,п400,п401,п402,п403,п404,п405,п406,п407,п408,п409,п410,п411,п412,п413,п414,п415,п416,п417,п418,п419,п420,п421,п422,п423,п424,п425,п426,п427,п428,п429,п430,п431,п432,п433,п434,п435,п436,п437,п438,п439,п440,п441,п442,п443,п444,п445,п446,п447,п448,п449,п450,п451,п452,п453,п454,п455,п456,п457,п458,п459,п460,п461,п462,п463,п464,п465,п466,п467,п468,п469,п470,п471,п472,п473,п474,п475,п476,п477,п478,п479,п480,п481,п482,п483,п484,п485,п486,п487,п488,п489,п490,п491,п492,п493,п494,п495,п496,п497,п498,п499,п500,п501,п502,п503,п504,п505,п506,п507,п508,п509,п510,п511,п512,п513,п514,п515,п516,п517,п518,п519,п520,п521,п522,п523,п524,п525,п526,п527,п528,п529,п530,п531,п532,п533,п534,п535,п536,п537,п538,п539,п540,п541,п2624,п2625,п2626,п2627,п2628,п2629,п2630,п2631,п2632,п2633,п2634,п2635,п2636,п2637,п2638,п2639,п2640,п2641,п2642,п2643,п2644,п2645,п2646,п2647,п2648,п2649,п2650,п2651,п2652,п2653,п2654,п2655,п2656,п2657,п2658,п2659,п2660,п2661,п2662,п2663,п2664,п2665,п2666,п2667,п2668,п2669,п2670,п2671,п2672,п2673
10765,18 августа 2022 г. 7:57:52.002 мсек,0,0,0,0,0,0,0,0,0,0,99,540314,122,17141,35,87495,0,0,99,210342,36,775261,36,128162,37,731842,36,662724,36,915936,99,357208,37,309822,37,506763,37,84743,100,37,169147,36,550186,35,73428,35,846817,37,225418,35,621738,36,775261,36,718994,36,606453,36,437645,36,775261,0,34,55262,36,71896,35,959354,36,550186,36,381378,36,381378,32,80827,32,48634,31,288998,32,751999,32,751999,33,342831,32,48634,32,526924,31,765,32,38625,32,470654,32,414383,23,692631,23,973978,23,805168,28,897549,24,30247,24,199055,39,55228,39,10357,38,976486,38,129734,38,519241,38,28215,37,12016,37,350719,37,672485,36,351551,36,718994,36,493916,36,887802,36,493916,36,437645,36,240704,35,678009,37,169147,18,654966,18,898109,19,697004,18,932844,18,533396,20,200657,97,551468,26,921803,32,744381,25,949234,30,796846,0,30,107342,23,805168,0,29,825994,23,917707,23,383148,18,394457,23,777035,19,367025,78,740051,-2,85022,19,637634,20,757736,20,201248,19,330841,20,58563,19,188156,19,59738,19,280899,19,209564,19,437866,19,53775,23,411774,22,584167,18,838562,19,887329,20,75061,20,622177,21,414108,21,606735,36,39764,36,938721,29,66156,22,89093,21,235748,30,831604,30,3998,29,725769,26,265533,37,17181,-50,20,343933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,6,84596,6,694896,6,661708,0,2,761889,0,0,946057,0,0,0,0,0,0,0,0,0,0,0,0,0,29755,0,74387,0,114441,0,80508,0,0,7,279697,7,41474,0,39674,0,7,156479,0,0,262268,0,247963,0,267036,1,58593,1,120582,135,8049,0,203756,0,95367,0,128746,0,23842,-315,-81,387611,-315,-315,0,-315,0,0,1353,182251,2037,262451,0,1,984141,2,537578,0,520715,48,262203,44,947857,0,0,0,764274,0,0,0,0,446856,4,249763,0,0,100,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,336151,0,0,0,0,0,0,0,0,23365,0,2,956435,0,797296,0,0,0,0,106812,0,424393,-1,396203,0,0,0,0,0,0,0,0,0,0,0,0,28,726929,2,2,0,0,0,185397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1526,0,0,0,0,0,0,0,0,30,646118,29,575928,0,566,6,734188,1235,264771,31,770615,19,94883,18,715752,0,0,0,0,40,40,0,0,0,0,0,0,0,132,334213,132,334213,0,3,764273,-297,3143,-301,50235,-297,3143,200,200,200,200,0,80508,20,30,30,0,0,0,0,0,0,149562,132,334427,0,0,0,0,0,0,0,0,25,0,0,3,77661,0,0,30,0,0,1297,444824,20,20,20,15,20,20,20,20,0,65366,0,46,572517,1713,778076,2,21493,200,1
10767,18 августа 2022 г. 7:57:54.002 мсек,0,0,0,0,0,0,0,0,0,0,99,540314,124,608932,35,87495,0,0,99,210342,36,747128,36,43758,37,731842,36,662724,36,915936,99,366745,37,366089,37,450493,37,84743,100,37,84743,36,522049,35,73428,35,846817,37,197281,35,593605,36,803398,36,747128,36,57832,36,409512,36,803398,0,34,524487,35,987492,35,931221,36,465782,36,409512,36,353241,32,86454,32,48634,31,232729,32,695732,32,80827,33,399097,31,992365,32,526924,31,765,32,38625,32,470654,32,414383,23,692631,23,973978,23,861439,28,84128,24,30247,24,142786,39,55228,39,10357,38,976486,38,129734,38,519241,38,231342,37,12016,37,316849,37,672485,36,419289,36,690857,36,465782,36,803398,36,465782,36,353241,36,212566,35,649876,37,197281,18,654966,18,863375,19,697004,18,932844,18,533396,20,200657,97,567268,26,921803,32,744381,25,949234,30,762976,0,30,51071,23,861439,0,29,825994,23,973978,23,383148,18,359722,23,777035,19,367025,78,740051,-4,541092,19,637634,20,757736,20,201248,19,330841,20,58563,19,188156,19,59738,19,273773,19,202423,19,430725,19,53775,23,418884,22,577026,18,838562,19,887329,20,75061,20,622177,21,414108,21,621002,36,39764,36,924438,29,66156,22,89093,21,235748,30,831604,30,3998,29,718628,26,265533,37,17181,-50,20,343933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,0,6,834516,6,689174,6,655986,0,2,800035,0,1,68127,0,0,0,0,0,0,0,0,0,0,0,0,0,303272,0,68665,0,114441,0,80417,0,0,7,278553,7,409018,0,39674,0,7,156479,0,0,290878,0,271805,0,267036,1,58593,1,72899,135,104324,0,201844,0,71526,0,152588,0,47684,-315,-81,32753,-315,-315,0,-315,0,0,1353,182251,2074,373779,0,1,984141,2,537578,0,511178,48,339725,44,750656,0,0,0,763076,0,0,0,0,605453,4,248009,0,0,100,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,341934,0,0,0,0,0,0,0,0,190735,0,2,985045,0,797296,0,0,0,0,106812,0,424393,-1,396203,0,0,0,0,0,0,0,0,0,0,0,0,28,726929,2,2,0,0,0,176242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1526,0,0,1526,0,0,0,0,0,0,30,646118,29,59021,0,598,6,726559,1235,264771,31,753677,19,966198,18,715752,0,0,0,0,40,40,0,0,0,0,0,0,0,132,340698,132,340698,0,3,767884,-297,99854,-301,57489,-297,99854,200,200,200,200,0,80417,20,30,30,0,0,0,0,0,0,136685,132,342117,0,0,0,0,0,0,0,0,25,0,0,3,77661,0,0,30,0,0,1298,760864,20,20,20,15,20,20,20,20,0,65366,0,46,560226,1732,7324,2,226321,200
10768,18 августа 2022 г. 7:57:55.002 мсек,0,0,0,0,0,0,0,0,0,0,99,540314,128,167175,35,87495,0,0,99,210342,36,775261,36,71896,37,731842,36,747128,36,915936,99,366745,37,309822,37,450493,37,141014,100,37,112877,36,550186,35,73428,35,846817,37,225418,35,621738,36,831532,36,775261,36,606453,36,437645,36,831532,0,34,55262,36,15625,35,959354,36,493916,36,437645,36,381378,32,86454,32,48634,31,232729,32,695732,32,751999,33,399097,32,48634,32,526924,31,765,32,38625,32,470654,32,414383,23,692631,23,973978,23,861439,28,84128,24,30247,24,142786,39,55228,39,10357,38,976486,38,129734,38,519241,38,231342,37,12016,37,350719,37,638615,36,385422,36,718994,36,493916,36,831532,36,437645,36,381378,36,240704,35,678009,37,225418,18,654966,18,863375,19,66227,18,932844,18,533396,20,200657,97,567268,26,921803,32,744381,25,983967,30,796846,0,30,107342,23,861439,0,29,825994,23,973978,23,383148,18,394457,23,777035,19,367025,78,772354,-2,479218,19,637634,20,757736,20,201248,19,330841,20,58563,19,188156,19,59738,19,280899,19,209564,19,430725,19,552017,23,418884,22,577026,18,838562,19,887329,20,736328,20,622177,21,414108,21,621002,36,39764,36,938721,29,66156,22,88382,21,235748,30,831604,30,3998,29,725769,26,265533,37,17181,-50,20,343933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,6,834516,6,672008,6,644542,0,2,800035,0,1,106274,0,0,0,0,0,0,0,0,0,0,0,0,0,29755,0,56076,0,114441,0,80335,0,0,7,278553,7,409018,0,358582,0,7,194626,0,0,238419,0,247963,0,267036,1,34752,1,120582,135,56641,0,199589,0,71526,0,152588,0,47684,-315,-81,32753,-315,-315,0,-315,0,0,1235,264771,2074,373779,0,1,984141,2,476717,0,511178,48,332882,44,655445,0,0,0,765272,0,0,0,0,537668,4,248009,0,0,100,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,347641,0,0,0,0,0,0,0,0,143051,0,2,985045,0,774384,0,0,0,0,68665,0,424393,-1,396203,0,0,0,0,0,0,0,0,0,0,0,0,28,726929,2,2,0,0,0,173953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1526,0,0,0,0,0,0,0,0,30,631836,29,575928,0,598,6,724651,1353,182251,31,770615,19,931463,18,698385,0,0,0,0,40,40,0,0,0,0,0,0,0,132,346634,132,346634,0,3,767357,-297,121399,-301,591034,-297,121399,200,200,200,200,0,80326,20,30,30,0,0,0,0,0,0,135557,132,347321,0,0,0,0,0,0,0,0,25,0,0,3,776604,0,0,30,0,0,1299,483154,20,20,20,15,20,20,20,20,0,65366,0,46,511883,1732,7324,2,195514,200,1
10770,18 августа 2022 г. 7:57:57.022 мсек,0,0,0,0,0,0,0,0,0,0,99,540314,127,466728,35,931221,0,0,99,219879,36,831532,36,71896,37,731842,36,662724,36,859665,99,366745,37,309822,37,450493,37,141014,100,37,112877,36,550186,35,790546,35,846817,37,225418,35,621738,36,831532,36,775261,36,606453,36,381378,36,775261,0,34,55262,36,15625,35,959354,36,550186,36,493916,36,325108,32,80827,31,992365,31,232729,32,695732,32,80827,33,399097,32,48634,32,526924,31,765,32,38625,32,526924,32,414383,23,692631,24,30247,23,917707,28,84128,24,30247,24,142786,39,55228,38,976486,38,942616,38,129734,38,553108,38,231342,37,12016,37,350719,37,672485,36,385422,36,718994,36,550186,36,831532,36,493916,36,381378,36,240704,35,73428,37,169147,18,689701,18,863375,19,697004,18,932844,18,533396,20,200657,97,567268,26,887068,32,744381,25,983967,30,729107,0,30,51071,23,805168,0,29,825994,23,917707,23,439419,18,359722,23,861439,19,40176,78,772354,-3,78522,19,623352,20,75061,20,201248,19,330841,20,51422,19,188156,19,59738,19,280899,19,202423,19,430725,19,552017,23,411774,22,577026,18,838562,19,89447,20,736328,20,622177,21,414108,21,606735,36,39764,36,938721,29,647278,22,89093,21,235748,30,831604,30,3998,29,725769,26,265533,37,17181,-50,20,343933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,0,6,823071,6,689174,6,644542,0,2,838182,0,1,144421,0,0,0,0,0,0,0,0,0,0,0,0,0,308994,0,62943,0,123978,0,80299,0,0,7,26482,7,397573,0,320435,0,7,156479,0,0,238419,0,195503,0,190735,0,987068,1,9674,135,8049,0,1995,0,119209,0,128746,0,71526,-315,-81,387611,-315,-315,0,-315,0,0,1235,264771,2074,373779,0,1,984141,2,476717,0,511178,47,892181,44,481342,0,0,0,766268,0,0,0,0,537668,4,249763,0,0,100,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,353622,0,0,0,0,0,0,0,0,71526,0,3,8887,0,797296,0,0,0,0,106812,0,453003,-1,37713,0,0,0,0,0,0,0,0,0,0,0,0,28,726929,2,2,0,458,0,0,180819,0,0,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1526,0,0,0,0,0,0,0,0,30,631836,29,59021,0,598,6,718929,1295,574951,31,736744,19,94883,18,698385,0,0,0,0,40,40,0,0,0,0,0,0,0,132,352768,132,352768,0,3,762362,-297,219269,-301,664429,-297,219269,200,200,200,200,0,80299,20,30,30,0,0,0,0,0,0,159355,132,352814,0,0,0,0,0,0,0,0,25,0,0,3,738457,0,0,30,0,0,1297,437866,20,20,20,15,20,20,20,20,0,65366,0,46,186592,1695,222412,2,271161
10771,18 августа 2022 г. 7:57:58.022 мсек,0,0,0,0,0,0,0,0,0,0,99,540314,121,527,35,87495,0,0,99,219879,36,831532,36,71896,37,788113,36,747128,36,859665,99,357208,37,309822,37,506763,37,141014,100,37,112877,36,550186,35,790546,35,846817,37,225418,35,621738,36,831532,36,775261,36,606453,36,381378,36,775261,0,34,608891,36,15625,35,959354,36,550186,36,493916,36,325108,32,80827,32,48634,31,232729,32,695732,32,80827,33,399097,31,992365,32,583191,31,765,32,329983,32,526924,32,414383,23,692631,24,30247,23,917707,28,897549,24,30247,24,199055,39,55228,38,976486,38,942616,38,129734,38,553108,38,231342,37,12016,37,350719,37,672485,36,385422,36,718994,36,550186,36,831532,36,493916,36,381378,36,240704,35,73428,37,169147,18,654966,18,898109,19,697004,18,932844,18,56813,20,200657,97,598862,26,887068,32,744381,25,949234,30,762976,0,30,51071,23,805168,0,29,825994,23,973978,23,383148,18,359722,23,861439,19,367025,78,772354,-3,9993,19,623352,20,75061,20,201248,19,330841,20,58563,19,188156,19,59738,19,280899,19,209564,19,430725,19,552017,23,411774,22,584167,18,838562,19,887329,20,75061,20,622177,21,414108,21,606735,36,39764,36,938721,29,647278,22,89093,21,235748,30,831604,30,3998,29,718628,26,265533,37,17181,-50,20,343933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,6,834516,6,689174,6,650264,0,2,838182,0,1,68127,0,0,0,0,0,0,0,0,0,0,0,0,0,308994,0,62943,0,114441,0,80277,0,0,7,278553,7,420462,0,39674,0,7,156479,0,0,262268,0,224113,0,267036,1,34752,1,9674,135,132935,0,199855,0,95367,0,152588,0,47684,-315,-81,387611,-315,-315,0,-315,0,0,1295,574951,2110,83252,0,1,945309,2,476717,0,520715,47,830437,44,579655,0,0,0,766268,0,0,0,0,463229,4,249763,0,0,100,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,358551,0,0,0,0,0,0,0,0,104904,0,2,985045,0,797296,0,0,0,0,106812,0,424393,-1,37713,0,0,0,0,0,0,0,0,0,0,0,0,28,719818,2,2,0,458,0,0,180819,0,0,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1526,0,0,0,0,0,0,0,0,30,631836,29,59021,0,566,6,724651,1408,435425,31,753677,19,94883,18,73312,0,0,0,0,40,40,0,0,0,0,0,0,0,132,356415,132,356415,0,3,758915,-297,194031,-301,645508,-297,194031,200,200,200,200,0,80277,20,30,30,0,0,0,0,0,0,147611,132,35704,0,0,0,0,0,0,0,0,25,0,0,3,77661,0,0,30,0,0,1297,183716,20,20,20,15,20,20,20,20,0,65366,0,46,173538,1673,48584,2,226321
10772,18 августа 2022 г. 7:57:59.022 мсек,0,0,0,0,0,0,0,0,0,0,99,540314,121,527,35,931221,0,0,99,219879,36,831532,36,71896,37,788113,36,662724,36,915936,99,357208,37,309822,37,506763,37,141014,100,37,169147,36,662724,35,73428,35,846817,37,225418,35,621738,36,831532,36,775261,36,606453,36,381378,36,718994,0,34,608891,36,15625,35,959354,36,550186,36,493916,36,325108,32,86454,32,48634,31,232729,32,695732,32,751999,33,399097,31,992365,32,583191,31,765,32,329983,32,470654,32,470654,23,692631,23,973978,23,917707,28,897549,24,30247,24,199055,39,55228,39,10357,38,976486,38,129734,38,553108,38,231342,37,12016,37,350719,37,672485,36,385422,36,718994,36,493916,36,831532,36,493916,36,381378,36,240704,35,73428,37,169147,18,689701,18,898109,19,697004,18,898109,18,56813,20,200657,97,614662,26,921803,32,71051,25,983967,30,762976,0,30,51071,23,748899,0,29,825994,23,973978,23,32688,18,359722,23,777035,19,367025,78,788506,-3,9993,19,623352,20,75061,20,201248,19,330841,20,58563,19,188156,19,52597,19,273773,19,209564,19,430725,19,552017,23,397491,22,584167,18,838562,19,887329,20,736328,20,622177,21,414108,21,621002,36,54047,36,938721,29,66156,22,89093,21,235748,30,831604,30,3998,29,725769,26,272675,37,17181,-50,20,343933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,6,828794,6,67773,6,644542,0,2,800035,0,0,984204,0,0,0,0,0,0,0,0,0,0,0,0,0,303272,0,68665,0,114441,0,80153,0,0,7,276264,7,409018,0,320435,0,7,156479,0,0,238419,0,247963,0,267036,1,58593,1,120582,135,104324,0,198139,0,95367,0,128746,0,23842,-315,-81,32753,-315,-315,0,-315,0,0,1295,574951,2110,83252,0,1,984141,2,507333,0,520715,47,884888,44,533859,0,0,0,764274,0,0,0,0,393671,4,246255,0,0,100,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,370132,0,0,0,0,0,0,0,0,66757,0,2,956435,0,797296,0,0,0,0,106812,0,453003,-1,37713,0,0,0,0,0,0,0,0,0,0,0,0,28,719818,2,2,0,0,0,176242,0,0,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1526,0,0,0,0,0,0,0,0,30,646118,29,59021,0,598,6,718929,1235,264771,31,736744,19,94883,18,73312,0,0,0,0,40,40,0,0,0,0,0,0,0,132,365891,132,365891,0,3,758074,-297,195953,-301,646973,-297,195953,200,200,200,200,0,80142,20,30,30,0,0,0,0,0,0,146753,132,370193,0,0,0,0,0,0,0,0,25,0,0,3,738457,0,0,30,0,0,1296,40918,20,20,20,15,20,20,20,20,0,65366,0,46,199974,1673,48584,2,245737,200
10774,18 августа 2022 г. 7:58:01.022 мсек,0,0,0,0,0,0,0,0,0,0,99,530777,123,432198,35,87495,0,0,99,219879,36,775261,36,128162,37,731842,36,662724,36,972206,99,347672,37,309822,37,506763,37,141014,100,37,112877,36,606453,35,73428,35,846817,37,225418,35,621738,36,831532,36,775261,36,606453,36,381378,36,775261,0,34,55262,36,71896,35,959354,36,550186,36,437645,36,381378,32,80827,31,992365,31,288998,32,751999,32,751999,33,342831,31,992365,32,583191,30,923246,32,38625,32,470654,32,358116,23,692631,23,973978,23,861439,28,84128,24,30247,24,199055,39,51841,38,976486,38,976486,38,129734,38,519241,38,231342,37,12016,37,316849,37,706356,36,351551,36,718994,36,550186,36,887802,36,437645,36,381378,36,240704,35,678009,37,169147,18,654966,18,898109,19,697004,18,932844,18,533396,20,200657,97,567268,26,921803,32,744381,25,983967,30,762976,0,30,51071,23,805168,0,29,825994,23,973978,23,383148,18,359722,23,777035,19,367025,78,772354,-4,198639,19,623352,20,757736,20,201248,19,330841,20,58563,19,188156,19,59738,19,280899,19,202423,19,430725,19,53775,23,411774,22,577026,18,838562,19,887329,20,75061,20,629318,21,414108,21,606735,36,39764,36,938721,29,668701,22,89093,21,235748,30,831604,30,3998,29,725769,26,265533,37,17181,-50,20,343933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888,0,6,828794,6,683452,6,644542,0,2,7161,0,1,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,308994,0,74387,0,109673,0,80195,0,0,7,271687,7,401007,0,358582,0,7,156479,0,0,290878,0,195503,0,219345,0,987068,1,72899,135,8049,0,201449,0,119209,0,152588,0,47684,-315,-81,32753,-315,-315,0,-315,0,0,1235,264771,2110,83252,0,1,984141,2,507333,0,511178,47,956696,44,618164,0,0,0,762075,0,0,0,0,463229,4,246255,0,0,100,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,376114,0,0,0,0,0,0,0,0,109673,0,2,932593,0,797296,0,0,0,0,30518,0,453003,-1,37713,0,0,0,0,0,0,0,0,0,0,0,0,28,726929,2,2,0,0,0,178531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1526,0,0,0,0,0,0,0,0,30,631836,29,575928,0,566,6,720837,1353,182251,31,753677,19,94883,18,715752,0,0,0,0,40,40,0,0,0,0,0,0,0,132,37529,132,37529,0,3,755742,-297,14917,-301,611877,-297,14917,200,200,200,200,0,80185,20,30,30,0,0,0,0,0,0,160329,132,375534,0,0,0,0,0,0,0,0,25,0,0,3,75753,0,0,30,0,0,1296,834473,20,20,20,15,20,20,20,20,0,65366,0,46,280861,1732,7324,2,245737,200,1
10776,18 августа 2022 г. 7:58:03.012 мсек,0,0,0,0,0,0,0,0,0,0,99,530777,124,188675,35,818684,0,0,99,210342,36,747128,36,43758,37,731842,36,662724,36,915936,99,357208,37,309822,37,450493,37,84743,100,37,141014,36,522049,35,73428,35,846817,37,197281,35,593605,36,803398,36,747128,36,522049,36,353241,36,747128,0,34,524487,35,987492,35,987492,36,465782,36,465782,36,353241,32,80827,32,48634,31,232729,32,695732,32,80827,33,399097,31,992365,32,526924,31,765,32,38625,32,470654,32,414383,23,748899,23,973978,23,917707,28,84128,24,86515,24,199055,39,55228,39,10357,38,976486,38,95863,38,519241,38,28215,37,45887,37,316849,37,672485,36,385422,36,63459,36,465782,36,803398,36,465782,36,353241,36,1563,35,706142,37,197281,18,689701,18,898109,19,66227,18,898109,18,498661,20,200657,97,567268,26,921803,32,744381,25,949234,30,762976,0,30,51071,23,748899,0,29,769724,23,973978,23,32688,18,359722,23,777035,19,367025,78,740051,-5,247391,19,623352,20,75061,20,208389,19,330841,20,58563,19,188156,19,59738,19,273773,19,202423,19,430725,19,53775,23,411774,22,577026,18,838562,19,89447,20,736328,20,622177,21,414108,21,606735,36,39764,36,924438,29,66156,22,89093,21,235748,30,831604,30,3998,29,725769,26,265533,37,17181,-50,20,343933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,0,6,840238,6,689174,6,650264,0,2,677953,0,1,144421,0,0,0,0,0,0,0,0,0,0,0,0,0,29755,0,62943,0,114441,0,80011,0,0,7,285419,7,41474,0,320435,0,7,80185,0,0,214577,0,224113,0,243187,1,58593,1,120582,135,132935,0,209168,0,143051,0,104904,0,47684,-315,-81,32753,-315,-315,0,-315,0,0,1295,574951,2037,262451,0,1,945309,2,507333,0,511178,48,106846,44,505852,0,0,0,763076,0,0,0,0,349556,4,246255,0,0,100,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,380875,0,0,0,0,0,0,0,0,38147,0,2,956435,0,774384,0,0,0,0,30518,0,400551,-1,396203,0,0,0,0,0,0,0,0,0,0,0,0,28,726929,2,2,0,458,0,0,164797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1526,0,0,0,0,0,0,0,0,30,646118,29,575928,0,566,6,724651,1295,574951,31,753677,19,931463,18,698385,0,0,0,0,40,40,0,0,0,0,0,0,0,132,378967,132,378967,0,3,766537,-297,149628,-301,612213,-297,149628,200,200,200,200,0,8011,20,30,30,0,0,0,0,0,0,151989,132,380539,0,0,0,0,0,0,0,0,25,0,0,4,13121,0,0,30,0,0,1296,9436,20,20,20,15,20,20,20,20,0,65366,0,46,328564,1617,363647,2,206509,200
